0.0,-1.811363849313648,-1.8024285666147553,0.0,11.06376302126835,0.0,
0.0,-1.7711198481289645,-1.9099835355863837,0.0,0.0,0.0,
0.0,-1.8220568357827331,-1.8192381399749773,-1.7943687011412115,0.0,0.0,
0.0,-1.8849688683099857,-1.871796521300428,-1.875798674738004,0.0,0.0,
0.0,-1.8164570402071383,-1.8259937986367274,-1.8067389147605506,0.0,0.0,
0.0,-1.8707533736106092,-1.8619301550179157,-1.85666508368814,0.0,0.0,
0.0,-1.8076556771833472,-1.8001224299855698,-1.8233675783946073,0.0,0.0,
0.0,-1.8470013147056217,-1.8595194229688756,-1.8488050679317416,0.0,0.0,
0.0,-1.8207906083528065,0.0,-1.8240702170100533,0.0,0.0,
0.0,-1.8576458071180197,0.0,-1.842522265911211,0.0,0.0,
-1.8127996315370498,-1.8091552420122619,-1.8107337433692672,0.0,0.0,0.0,
-1.8867005589036643,-1.8916060704720534,-1.882523640149449,0.0,0.0,0.0,
-1.827522652634415,-1.8250161025419036,-1.816888987848067,-1.7923738737448396,0.0,0.0,
-1.852942110888258,-1.8612643001321914,-1.8739450007164438,-1.8288298725356003,0.0,0.0,
-1.8280421647105176,-1.8040668687403558,-1.8107253403700596,-1.819317688372275,0.0,0.0,
-1.8629729957648173,-1.86399100564295,-1.8488998195980773,-1.8472782361035995,0.0,0.0,
-1.8087802098571213,-1.7998982659179825,-1.797354263664262,-1.8199841178528073,0.0,0.0,
-1.8497648126216037,-1.8512645659901734,-1.8480881361494375,-1.845259645848194,0.0,0.0,
-1.8020042140126602,-1.7927418621596827,0.0,-1.8055335164646968,0.0,0.0,
-1.8424243720806623,-1.8595390374866465,0.0,-1.8581503948712097,0.0,0.0,
-1.8217842345202497,-1.8150104073920668,-1.8358255688736373,0.0,0.0,0.0,
-1.878071247634332,-1.8761876319994322,-1.8647141787386037,0.0,0.0,0.0,
-1.8096572114081697,-1.8132290712905905,-1.8356895093637173,-1.8127621586598623,0.0,0.0,
-1.861273290605589,-1.833619425372643,-1.8382060220165581,-1.857488763054365,0.0,0.0,
-1.830346483884552,-1.8430332980535453,-1.8267898538732896,-1.8291632459417446,11.335001017065931,0.0,
-1.832193287600009,-1.8494755439737531,-1.1792283693094532,-1.8372704409111607,0.0,0.0,
-1.8248092272929433,-1.8130690910115106,-1.8079971297337316,-1.8322522342777439,0.0,0.0,
-1.850284876926557,2.491394096733937,-1.8451587057755376,-1.8279503173473706,0.0,0.0,
-1.793014400578578,-1.5145078787378514,0.0,-1.777305660000018,0.0,0.0,
-1.8530550191702397,-1.8669724853203022,0.0,-1.8559485984880704,0.0,0.0,
-1.8399538597377423,-1.801727661170736,-1.8126890362303776,0.0,14.039273026177344,0.0,
-1.837165703461217,-1.8359554790718964,-1.8477075525210955,0.0,0.0,0.0,
-1.791701037559398,-1.7627169897510666,-1.7982361491433831,-1.780656574183443,0.0,0.0,
-1.8435713977274968,-1.8339515156616781,-1.8622785623426084,-1.8374380568530384,0.0,0.0,
-1.8402500221218805,-1.8058391279531287,-1.7905888245839958,-1.7930339957210026,0.0,0.0,
-1.8275701095601629,-1.830106815695601,0.16834228213340263,-1.818495195750161,0.0,0.0,
-1.8257985032418276,-1.799465182064504,-1.7900369842035566,-1.8009430859207134,0.0,0.0,
-1.8403830796908294,-1.8245627251652254,-1.8406411502099838,-1.8128044256852847,0.0,11.433467325808985,
-1.7605747611127216,1.5918179444299425,0.0,-1.7468325176667923,0.0,0.0,
-1.866559312334528,-1.849619462666395,0.0,0.17277332632737386,0.0,0.0,
-1.826827290191998,0.0,-1.8006350847149508,0.0,0.0,0.0,
-1.8268347532169478,0.0,-1.8232842696101736,0.0,0.0,12.667072052892648,
-1.7784127462175943,0.0,-1.7453886981163171,-1.7573722666992388,0.0,0.0,
-1.8560233507496142,0.0,-1.8293659430297868,-1.8085569078877233,0.0,0.0,
-1.7913116228357988,0.0,-1.7645124955006133,-1.7590607397821625,0.0,0.0,
-1.8134457851806136,0.0,-1.8033491820124292,-1.8291477775059422,0.0,0.0,
-1.7715157845389378,0.0,-1.7530552869554041,-1.773284303435703,0.0,0.0,
0.1638812627035735,0.0,-1.848868425489985,-1.8355552915182916,0.0,0.0,
-1.766289968466114,0.0,0.0,-1.7801140162741573,11.381005213660604,0.0,
-1.859637414610141,0.0,0.0,-1.873652385322959,0.0,0.0,
